ECCS_Clone_RowId,FacilityMnem_Source,Accommodation_Mnem_Source,Accommodation_Name_Source,PA_Code_Source,Active_Source,TargetMatchMtx,DB_RecordCount,FacilityMnem_Target,Accommodation_Mnem_Target,Accommodation_Name_Target,PA_Code_Target,Active_Target,DisplayCurrentValues,ExcludeFromSharepoint,Action To Take,Update_User,Update_Datetime,System_Update_User,System_Update_Datetime,ECCS_SourceServer,ECCS_SourceDatabase,ECCS_SourceProcedure,ECCS_ScopeKind,ECCS_ScopeValue,ECCS_SourceUser,ECCS_ClonedAtUtc
463,COCCR,TR,TRAUMA BED,TR,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,TR,TRAUMA,TR,Y,Y,N,None,IIU7623,34:43.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
464,COCCT,DS,DETOX SEMI PRIVATE,DS,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,D,DETOX,DS,Y,Y,N,None,DOF3224,58:42.8,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
465,COCCT,ECMO,INTENSIVE CARE ECMO,EC,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,EC,ECMO,EC,Y,Y,N,None,DOF3224,58:42.9,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
466,COCCT,FB,FAMILY BIRTHING UNIT,FB,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,LD,LABOR AND DELIVERY,LD,Y,Y,N,None,DOF3224,58:43.0,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
467,COCCT,H,HIGH RISK OB,H,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,LDHR,LABOR AND DELIVERY HIGH RISK,H,Y,Y,N,None,RWM4772,50:38.8,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
468,COCCT,I,INTENSIVE CARE,IC,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,IC,INTENSIVE CARE,IC,Y,Y,N,None,DOF3224,58:43.1,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
469,COCCT,IS,ISOLATION,IS,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,IS,ISOLATION,IS,Y,Y,N,None,DOF3224,58:43.2,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
470,COCCT,IS8,ISOLATION 8 TOWER,I8,N,NO MATCH,0,COCCT,,,,,N,Y,None,QVO8748,59:02.8,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
471,COCCT,L1,NEWBORN LEVEL 1,L1,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,DOF3224,58:43.3,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
472,COCCT,L2,NEWBORN LEVEL 2,L2,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,L2,NEWBORN LEVEL II CARE,L2,Y,Y,N,None,DOF3224,58:43.3,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
473,COCCT,L3,NEWBORN LEVEL 3,L3,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,DOF3224,58:43.4,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
474,COCCT,L4,NEWBORN LEVEL 4,L4,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,L4,NEWBORN LEVEL IV CARE,L4,Y,Y,N,None,DOF3224,58:43.5,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
475,COCCT,NV,NON-VIABLE INFANT,NV,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,DOF3224,58:43.5,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
476,COCCT,OF,OVERFLOW PRIVATE,OF,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,MS,MED SURG,MS,Y,Y,N,None,DOF3224,58:43.6,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
477,COCCT,OM,OVERFLOW PRIVATE MED SURG,OM,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,MS,MED SURG,MS,Y,Y,N,None,DOF3224,58:43.7,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
478,COCCT,P,PRIVATE ROOM,P,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,PR,PRIVATE ROOM,P,Y,Y,N,None,DOF3224,58:43.7,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
479,COCCT,P8,PRIVATE 8 TOWER,P8,N,NO MATCH,0,COCCT,,,,,N,Y,None,QVO8748,59:02.9,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
480,COCCT,PC,PROGRESSIVE CARE UNIT,PC,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,DOF3224,58:43.8,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
481,COCCT,PD,PEDIATRIC PRIVATE,PD,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,PP,PEDIATRIC PRIVATE,PP,Y,Y,N,None,DOF3224,58:43.8,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
482,COCCT,PO,PEDIATRIC ONCOLOGY,PO,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,ONC,ONCOLOGY,ON,Y,Y,N,None,QVO8748,15:06.7,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
483,COCCT,PP,PRIVATE PLUS,PP,N,NO MATCH,0,COCCT,,,,,N,Y,None,QVO8748,59:03.0,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
484,COCCT,S,SEMI-PRIVATE ROOM,SP,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,SP,SEMI-PRIVATE ROOM,SP,Y,Y,N,None,DOF3224,58:44.0,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
485,COCCT,SI,SURGICAL INTENSIVE CARE,SI,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,SIC,SURGICAL INTENSIVE CARE,SI,Y,Y,N,None,QVO8748,15:06.7,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
486,COCCT,TE,TELEMETRY,TE,Y,"TEST (2026-01-06),ZCON (2026-01-27)",0,COCCT,TEL,TELEMETRY,TE,Y,Y,N,None,DOF3224,58:44.3,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
487,COCCT,TE8,TELEMETRY TOWER 8,T8,N,NO MATCH,0,COCCT,,,,,N,Y,None,QVO8748,59:03.1,corpsvcmtxcutoverrpt_sql,38:19.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
488,COCDAB,AD,ADOLESCENT,AD,N,NO MATCH,0,COCDAB,,,,,N,Y,None,KKO3457,43:14.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
489,COCDAB,BB,BOARDER BABY,BB,Y,NO MATCH,0,COCDAB,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,KKO3457,43:14.9,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
490,COCDAB,IC,INTENSIVE CARE,IC,Y,NO MATCH,9,COCDAB,IC,INTENSIVE CARE,IC,Y,Y,N,None,KKO3457,7/28/2026 14:43,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
491,COCDAB,L1,NEWBORN LEVEL I,L1,Y,NO MATCH,2,COCDAB,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,KKO3457,43:15.1,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
492,COCDAB,L2,NEWBORN LEVEL II,L2,Y,NO MATCH,5,COCDAB,L2,NEWBORN LEVEL II CARE,L2,Y,Y,N,None,KKO3457,43:15.1,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
493,COCDAB,L3,NEWBORN LEVEL III,L3,Y,NO MATCH,0,COCDAB,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,KKO3457,43:15.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
494,COCDAB,L4,NEWBORN LEVEL IV,L4,Y,NO MATCH,0,COCDAB,L4,NEWBORN LEVEL IV CARE,L4,Y,Y,N,None,KKO3457,43:15.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
495,COCDAB,MD,MEDICAL,MD,N,NO MATCH,0,COCDAB,,,,,N,Y,None,KKO3457,43:15.2,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
496,COCDAB,NR,NURSERY,NR,Y,NO MATCH,0,COCDAB,L1,NEWBORN LEVEL 1 CARE,L1,Y,Y,N,None,KKO3457,43:15.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
497,COCDAB,OP,OB - PRIVATE,OP,Y,NO MATCH,9,COCDAB,LD,LABOR AND DELIVERY,LD,Y,Y,N,None,KKO3457,43:15.3,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
498,COCDAB,P,PRIVATE ROOM,P,Y,NO MATCH,30,COCDAB,PR,PRIVATE ROOM,PR,Y,Y,N,None,KKO3457,43:15.4,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
499,COCDAB,PE,PEDS,PE,Y,NO MATCH,0,COCDAB,P,PEDIATRIC,P,Y,Y,N,None,KKO3457,43:15.4,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
500,COCDAB,PV,PRIVATE,PV,N,NO MATCH,0,COCDAB,,,,,N,Y,None,KKO3457,43:15.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
501,COCDAB,RB,REHAB SP,S,Y,NO MATCH,12,COCDAB,R,REHABILITATION,R,Y,Y,N,None,KKO3457,43:15.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
502,COCDAB,RH,REHAB PRIVATE,RH,Y,NO MATCH,14,COCDAB,RP,REHAB PRIVATE,RP,Y,Y,N,None,KKO3457,43:15.5,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
503,COCDAB,SK,SKILLED NURS PV,SK,Y,NO MATCH,0,COCDAB,L1,NEWBORN LEVEL 1 CARE,L1,Y,Y,N,None,KKO3457,43:15.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
504,COCDAB,SN,SKILLED NURSING SP,SN,Y,NO MATCH,0,COCDAB,L1,NEWBORN LEVEL 1 CARE,L1,Y,Y,N,None,KKO3457,43:15.6,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
505,COCDAB,SP,SEMI-PRIVATE,SP,Y,NO MATCH,153,COCDAB,SP,SEMI-PRIVATE ROOM,SP,Y,Y,N,None,KKO3457,43:15.7,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
506,COCDAB,TP,TELEMETRY PRIVATE,TP,N,NO MATCH,0,COCDAB,,,,,N,Y,None,KKO3457,43:15.7,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
507,COCDAB,TS,TELEMETRY SEMI PRIVATE,TS,N,NO MATCH,0,COCDAB,,,,,N,Y,None,KKO3457,43:15.8,corpsvcmtxcutoverrpt_sql,53:33.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
508,COCDAE,AF.AP,Antepartum,AP,Y,NO MATCH,0,COCDAE,AP,ANTEPARTUM,AP,,Y,N,None,CMZ5161,16:18.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
509,COCDAE,AF.COVID,ICU SEMI PRIVATE,CV,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
510,COCDAE,AF.COVID01,COVID 19,C0,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
511,COCDAE,AF.COVID02,COVID 19,C2,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
512,COCDAE,AF.COVID1,ICU SEMI,C1,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
513,COCDAE,AF.DSU,DSU PT'S TO BE ADMITTED,DS,Y,NO MATCH,0,COCDAE,,,,,N,N,None,CMZ5161,20:46.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
514,COCDAE,AF.ECMO,ECMO,EC,Y,NO MATCH,0,COCDAE,EC,ECMO,EC,,Y,N,None,CMZ5161,20:46.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
515,COCDAE,AF.EDHLD,ED-HOLD,ED,Y,NO MATCH,0,COCDAE,PR,PRIVATE ROOM,PR,,Y,N,None,CMZ5161,20:46.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
516,COCDAE,AF.EICU,ED HOLD ICU,EI,Y,NO MATCH,0,COCDAE,IC,INTENSIVE CARE,IC,,Y,N,None,CMZ5161,26:08.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
517,COCDAE,AF.EMAS,ED HOLD MED SURG,EM,Y,NO MATCH,0,COCDAE,MS,MED SURG,MS,,Y,N,None,CMZ5161,20:46.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
518,COCDAE,AF.EMST,ED HOLD MED SURG TELE,ET,Y,NO MATCH,0,COCDAE,TEL,TELEMETRY,TEL,,Y,N,None,CMZ5161,20:46.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
519,COCDAE,AF.EPCU,ED HOLD PCU,EP,Y,NO MATCH,1,COCDAE,PR,PRIVATE ROOM,PR,,Y,N,None,CMZ5161,20:46.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
520,COCDAE,AF.I,INTENSIVE CARE UNIT,I,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
521,COCDAE,AF.IC,INTENSIVE CARE UNIT,IC,Y,NO MATCH,8,COCDAE,IC,INTENSIVE CARE,IC,,Y,N,None,CMZ5161,20:46.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
522,COCDAE,AF.IS,ISOLATION,IS,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
523,COCDAE,AF.L1,NEWBORN LEVEL I,N1,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
524,COCDAE,AF.L2,NURSERY LEVEL 2,A,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
525,COCDAE,AF.LDR,LABOR DELIVERY ROOM,LD,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
526,COCDAE,AF.MAS,MED/SURG SEMI PRIVATE OVERFLOW,M,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
527,COCDAE,AF.MB,Monitored Bed,B,Y,NO MATCH,91,COCDAE,TEL,TELEMETRY,TEL,,Y,N,None,CMZ5161,20:46.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
528,COCDAE,AF.NB,NEWBORN NURSERY,NB,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
529,COCDAE,AF.NI,INTERMEDIATE NURSERY,NI,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
530,COCDAE,AF.NN,NEONATAL INTENSIVE CARE,NN,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
531,COCDAE,AF.NSY,NURSERY LEVEL I,N,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
532,COCDAE,AF.NSY III,NEWBORN LEVEL III,N3,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:46.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
533,COCDAE,AF.NSY IV,NEWBORN LEVEL IV,N4,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:47.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
534,COCDAE,AF.NSYII,NEWBORN LEVEL II,N2,N,NO MATCH,0,COCDAE,,,,,N,Y,None,CMZ5161,20:47.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
535,COCDAE,AF.P,PRIVATE,P,Y,NO MATCH,4,COCDAE,PR,PRIVATE ROOM,PR,,Y,N,None,CMZ5161,20:47.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
