ECCS_Clone_RowId,FacilityMnem_Source,Accommodation_Mnem_Source,Accommodation_Name_Source,PA_Code_Source,Active_Source,TargetMatchMtx,DB_RecordCount,FacilityMnem_Target,Accommodation_Mnem_Target,Accommodation_Name_Target,PA_Code_Target,Active_Target,DisplayCurrentValues,ExcludeFromSharepoint,Action To Take,Update_User,Update_Datetime,System_Update_User,System_Update_Datetime,ECCS_SourceServer,ECCS_SourceDatabase,ECCS_SourceProcedure,ECCS_ScopeKind,ECCS_ScopeValue,ECCS_SourceUser,ECCS_ClonedAtUtc
1537,COCMHL,S,SEMI-PRIVATE ROOM,S,Y,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1538,COCMHL,SB,SWING BED SEMI-PRIVATE,SB,Y,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1539,COCMHL,ST,TELEMETRY SEMI-PRIVATE,ST,N,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1540,COCMHL,SW,SWING BED PRIVATE,SW,N,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1541,COCMHL,T,TELEMETRY,TL,Y,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1542,COCMHL,TM,SUITE MEDICAL DELUXE ROOM,TM,Y,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1543,COCMHL,TR,TRAUMA,TR,Y,NO MATCH,0,COCMHL,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,45:52.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1544,COCMK,L1,NEWBORN LEVEL 1,L1,Y,NO MATCH,95,COCMK,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1545,COCMK,L2,NEWBORN LEVEL 2,L2,Y,NO MATCH,42,COCMK,L2,NEWBORN LEVEL 2 CARE,L2,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1546,COCMK,L3,NEWBORN LEVEL 3,L3,Y,NO MATCH,32,COCMK,L3,NEWBORN LEVEL 3 CARE,L3,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1547,COCMK,L4,NEWBORN LEVEL 4,L4,Y,NO MATCH,2,COCMK,L4,NEWBORN LEVEL 4 CARE,L4,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1548,COCMK,MK.TEST,MK TEST,Y,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:37.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1549,COCMK,Q.ADPSY,ADULT PSYCHIATRIC,AP,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1550,COCMK,Q.CD,CD ADULT PRIVATE,CD,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1551,COCMK,Q.CDU,CDU,DU,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1552,COCMK,Q.CLIN,OUTPATIENT CLINICAL,OC,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1553,COCMK,Q.DETOX,DETOX ADULT PRIVATE,D,Y,NO MATCH,0,COCMK,,,,,N,N,None,,,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1554,COCMK,Q.ECMO,ECMO,EC,Y,NO MATCH,0,COCMK,EC,ECMO,EC,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1555,COCMK,Q.ER,EMERGENCY ROOM,E,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1556,COCMK,Q.GPS,GERIPSYCH SEMI-PRIVATE,GS,Y,NO MATCH,28,COCMK,BH,BEHVIORIAL HEALTH,BH,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1557,COCMK,Q.GYN,GYN SEMI PVT,GY,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1558,COCMK,Q.ICU,INTENSIVE CARE UNIT,IC,Y,NO MATCH,64,COCMK,IC,INTENSIVE CARE,IC,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1559,COCMK,Q.IS,ISOLATION,IS,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1560,COCMK,Q.IT,ISOLATION W/ TELE,IT,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1561,COCMK,Q.L1,NEWBORN LEVEL I,N1,Y,NO MATCH,0,COCMK,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,JKB0282,22:59.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1562,COCMK,Q.LDO,L&D OUTPATIENT,LO,Y,NO MATCH,1,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1563,COCMK,Q.MED,MEDICAL,ME,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1564,COCMK,Q.MSSO,M/S OVERFLOW IN OBG SEMI,MO,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1565,COCMK,Q.MSSTO,M/S OVERFLW IN OBG SEMI W/TELE,MT,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1566,COCMK,Q.NEUMAS,NEURO MED SURG,NM,Y,NO MATCH,0,COCMK,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,JKB0282,22:59.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1567,COCMK,Q.NEUPCU,NEURO PCU,PN,Y,NO MATCH,0,COCMK,PC,PROGRESSIVE CARE,,Y,Y,N,None,JKB0282,22:59.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1568,COCMK,Q.NI,NURSERY ISOLATION,NI,Y,NO MATCH,0,COCMK,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,JKB0282,22:59.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1569,COCMK,Q.NICU,NEONATAL ICU,NN,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1570,COCMK,Q.NICU2,NEWBORN LEVEL II,N2,Y,NO MATCH,0,COCMK,L2,,,Y,Y,N,None,JKB0282,13:48.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1571,COCMK,Q.NICU3,NEWBORN LEVEL III,N3,Y,NO MATCH,0,COCMK,L3,,,Y,Y,N,None,JKB0282,13:48.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1572,COCMK,Q.NICU4,NEWBORN LEVEL IV,N4,Y,NO MATCH,0,COCMK,L4,,,Y,Y,N,None,JKB0282,13:48.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1573,COCMK,Q.NICUI,NICU LVL3 ISOLATION,3I,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1574,COCMK,Q.NN,NEONATAL ICU,NE,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1575,COCMK,Q.NT,NURSERY INTERMEDIATE,NT,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1576,COCMK,Q.NTI,NEONATE INTERMEDIATE ISOLATION,II,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1577,COCMK,Q.NUR,NURSERY,02,Y,NO MATCH,1,COCMK,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,JKB0282,23:00.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1578,COCMK,Q.NURPED,NURSERY NOT NEWBORN,NP,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:38.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1579,COCMK,Q.OBG,OBSTETRICS/GYNECOLOGY,OB,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:31.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1580,COCMK,Q.OBS,OBSERVATION,OS,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1581,COCMK,Q.OBSO,OBG SEMI M/S OVERFLOW,MK,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1582,COCMK,Q.OBSTOM,OBG SEMI W/ TELE M/S OVERFLOW,10,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1583,COCMK,Q.OFC,OFFICE,OF,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1584,COCMK,Q.OPC,ORDER OF PROTECTIVE CUSTODY,PC,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1585,COCMK,Q.PCU,PCU SEMI PVT,PU,Y,NO MATCH,226,COCMK,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,JKB0282,44:38.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1586,COCMK,Q.PED,PEDIATRICS,PE,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1587,COCMK,Q.PO,OVERFLOW PRIVATE,PO,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1588,COCMK,Q.PSY,PSYCHIATRIC SEMI-PRIVATE,PS,Y,NO MATCH,88,COCMK,BH,BEHVIORIAL HEALTH,BH,Y,Y,N,None,JKB0282,08:39.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1589,COCMK,Q.PSYP,PSYCHIATRIC PRIVATE,PP,Y,NO MATCH,0,COCMK,BH,BEHVIORIAL HEALTH,BH,Y,Y,N,None,JKB0282,08:39.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1590,COCMK,Q.RHB,REHAB,RH,Y,NO MATCH,52,COCMK,RP,REHAB PRIVATE,RP,Y,Y,N,None,JKB0282,44:38.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1591,COCMK,Q.SO,OVERFLOW SEMI PVT,SO,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1592,COCMK,Q.SOT,OVERFLOW SEMI W/TELE,OT,Y,NO MATCH,0,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1593,COCMK,Q.SP,SEMI PRIVATE,SP,Y,NO MATCH,271,COCMK,SP,SEMI PRIVATE,SP,Y,Y,N,None,JKB0282,44:38.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1594,COCMK,Q.SPT,SEMI-PRIVATE W/ TELE,PD,Y,NO MATCH,11,COCMK,SP,SEMI PRIVATE,SP,Y,Y,N,None,JKB0282,44:38.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1595,COCMK,Q.SUITE,SUITE,ST,Y,NO MATCH,140,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1596,COCMK,Q.SUITETEL,SUITE W/TELE,TT,Y,NO MATCH,242,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1597,COCMK,Q.SURG,SURGICAL,SU,Y,NO MATCH,1,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1598,COCMK,Q.TELM,TELEMETRY,TL,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1599,COCMK,Q.TICU,TRAUMA CRITICAL CARE UNIT,T,Y,NO MATCH,2,COCMK,TRIC,TRAUMA INTENSIVE CARE,TI,Y,Y,N,None,JKB0282,44:38.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1600,COCMK,Q.TRAIN,TRAINING ROOM,1,N,NO MATCH,0,COCMK,,,,,N,Y,None,JKB0282,42:32.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1601,COCMK,Q.WS,WOMEN'S SERVICES SEMI,WS,Y,NO MATCH,72,COCMK,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,08:39.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1602,COCMN,CVP,CV PRIVATE,CP,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:33.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1603,COCMN,CVS,CV SEMI PRIVATE,CS,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:33.9,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1604,COCMN,H,HOSPICE,H,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:33.9,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1605,COCMN,I,INTENSIVE CARE,IC,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,IC,INTENSIVE CARE,IC,Y,Y,N,None,FAK3017,51:56.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1606,COCMN,IC,INTERMEDIATE NURSERY - NSY2,NB,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:34.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1607,COCMN,ICT,INTENSIVE CARE - TRAUMA,IT,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,TRIC,TRAUMA INTENSIVE CARE,TI,Y,Y,N,None,FAK3017,13:53.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1608,COCMN,IS,ISOLATION,IS,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:34.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1609,COCMN,MS,MEDICAL SURGICAL,MS,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PR,PRIVATE ROOM,PR,Y,Y,N,None,FAK3017,58:34.0,corpsvcmtxcutoverrpt_sql,00:05.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
1610,COCMN,N,INTERMEDIATE,IM,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCMN,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,FAK3017,51:56.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
